DN,objectClass,cn,sn,l,givenName,distinguishedName,instanceType,whenCreated,whenChanged,displayName,uSNCreated,memberOf,uSNChanged,department,company,name,objectGUID,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,objectSid,accountExpires,logonCount,sAMAccountName,sAMAccountType,userPrincipalName,objectCategory,dSCorePropagationData
"CN=Maria Sullivan,OU=Sales,DC=Contoso,DC=com",user,Maria Sullivan,Maria,London,Sullivan,"CN=Maria Sullivan,OU=Sales,DC=Contoso,DC=com",4,20200424224215.0Z,20200424224215.0Z,Maria Sullivan,16473,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16477,Sales,Contoso,Maria Sullivan,X'708737fba9fdbb4998e411a434ab81f5',66048,0,0,0,0,0,0,132322417359100363,513,X'010500000000000515000000fb8b0447cdcc26afe62587715a040000',9223372036854775807,0,Maria,805306368,Maria@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Thomas Hamborg,OU=Sales,DC=Contoso,DC=com",user,Thomas Hamborg,Hamborg,London,Thomas,"CN=Thomas Hamborg,OU=Sales,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Thomas Hamborg,18011,"CN=Sales,OU=Sales,DC=Contoso,DC=com",18015,Sales,Contoso,Thomas Hamborg,X'b980df7224094448b4520279fb1cf0fb',66048,0,0,0,0,0,0,132322417438475111,513,X'010500000000000515000000fb8b0447cdcc26afe62587715a050000',9223372036854775807,0,Thomas,805306368,Thomas@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Juan Morgan,OU=Sales,DC=Contoso,DC=com",user,Juan Morgan,Juan,Seattle,Morgan,"CN=Juan Morgan,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Juan Morgan,16497,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16501,Sales,Contoso,Juan Morgan,X'7bcb7ba0ccf27440a549d7c687f72caf',66048,0,0,0,0,0,0,132322417360506628,513,X'010500000000000515000000fb8b0447cdcc26afe62587715e040000',9223372036854775807,0,Juan,805306368,Juan@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Waleed Heloo,OU=Sales,DC=Contoso,DC=com",user,Waleed Heloo,Heloo,London,Waleed,"CN=Waleed Heloo,OU=Sales,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224224.0Z,Waleed Heloo,18047,"CN=Sales,OU=Sales,DC=Contoso,DC=com",18051,Sales,Contoso,Waleed Heloo,X'1a418aef4d91f54dbb1ff016d8fb8b70',66048,0,0,0,0,0,0,132322417439881358,513,X'010500000000000515000000fb8b0447cdcc26afe625877160050000',9223372036854775807,0,Waleed,805306368,Waleed@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Devon Torres,OU=Sales,DC=Contoso,DC=com",user,Devon Torres,Devon,Seattle,Torres,"CN=Devon Torres,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Devon Torres,16527,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16531,Sales,Contoso,Devon Torres,X'615f16235f9c6b499a813fd2c0ee657f',66048,0,0,0,0,0,0,132322417361912865,513,X'010500000000000515000000fb8b0447cdcc26afe625877163040000',9223372036854775807,0,Devon,805306368,Devon@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Rowan Murphy,OU=Sales,DC=Contoso,DC=com",user,Rowan Murphy,Rowan,Seattle,Murphy,"CN=Rowan Murphy,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Rowan Murphy,16551,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16555,Sales,Contoso,Rowan Murphy,X'2e335d9699ec224fa64ec09c372cbdb7',66048,0,0,0,0,0,0,132322417363162872,513,X'010500000000000515000000fb8b0447cdcc26afe625877167040000',9223372036854775807,0,Rowan,805306368,Rowan@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Kiana Anderson,OU=Sales,DC=Contoso,DC=com",user,Kiana Anderson,Kiana,Seattle,Anderson,"CN=Kiana Anderson,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Kiana Anderson,16581,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16585,Sales,Contoso,Kiana Anderson,X'e5d507d1125fbc4c8aab91fc3a9aad95',66048,0,0,0,0,0,0,132322417364569103,513,X'010500000000000515000000fb8b0447cdcc26afe62587716c040000',9223372036854775807,0,Kiana,805306368,Kiana@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Gifti Boru,OU=Sales,DC=Contoso,DC=com",user,Gifti Boru,Gifti,Seattle,Boru,"CN=Gifti Boru,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Gifti Boru,16635,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16639,Sales,Contoso,Gifti Boru,X'1b0a3b3fdf3c624d99e1c0885f183b0c',66048,0,0,0,0,0,0,132322417367381612,513,X'010500000000000515000000fb8b0447cdcc26afe625877175040000',9223372036854775807,0,Gifti,805306368,Gifti@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Radi Bettar,OU=Sales,DC=Contoso,DC=com",user,Radi Bettar,Radi,Seattle,Bettar,"CN=Radi Bettar,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Radi Bettar,16665,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16669,Sales,Contoso,Radi Bettar,X'3511327a469d3c4f918c383079e6ce38',66048,0,0,0,0,0,0,132322417368787826,513,X'010500000000000515000000fb8b0447cdcc26afe62587717a040000',9223372036854775807,0,Radi,805306368,Radi@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Selam Fekadu,OU=Sales,DC=Contoso,DC=com",user,Selam Fekadu,Selam,Seattle,Fekadu,"CN=Selam Fekadu,OU=Sales,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Selam Fekadu,16683,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16687,Sales,Contoso,Selam Fekadu,X'a9e869c7be747a4b9042a3f84126568f',66048,0,0,0,0,0,0,132322417369725338,513,X'010500000000000515000000fb8b0447cdcc26afe62587717d040000',9223372036854775807,0,Selam,805306368,Selam@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Fatos Zeneli,OU=Sales,DC=Contoso,DC=com",user,Fatos Zeneli,Fatos,London,Zeneli,"CN=Fatos Zeneli,OU=Sales,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Fatos Zeneli,16707,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16711,Sales,Contoso,Fatos Zeneli,X'61ecd4264598a44db1368901bdcf2eb1',66048,0,0,0,0,0,0,132322417370819074,513,X'010500000000000515000000fb8b0447cdcc26afe625877181040000',9223372036854775807,0,Fatos,805306368,Fatos@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Reda Sayegh,OU=Sales,DC=Contoso,DC=com",user,Reda Sayegh,Reda,London,Sayegh,"CN=Reda Sayegh,OU=Sales,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Reda Sayegh,16725,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16729,Sales,Contoso,Reda Sayegh,X'fb2eaaca429b7a45b081a2e8ecac4fc4',66048,0,0,0,0,0,0,132322417371756582,513,X'010500000000000515000000fb8b0447cdcc26afe625877184040000',9223372036854775807,0,Reda,805306368,Reda@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Sonila Rama,OU=Sales,DC=Contoso,DC=com",user,Sonila Rama,Sonila,London,Rama,"CN=Sonila Rama,OU=Sales,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Sonila Rama,16755,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16759,Sales,Contoso,Sonila Rama,X'cd899b2c856d954fa400b6b59d14a357',66048,0,0,0,0,0,0,132322417373162823,513,X'010500000000000515000000fb8b0447cdcc26afe625877189040000',9223372036854775807,0,Sonila,805306368,Sonila@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Andrea Dunker,OU=Sales,DC=Contoso,DC=com",user,Andrea Dunker,Dunker,Seattle,Andrea,"CN=Andrea Dunker,OU=Sales,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,Andrea Dunker,16827,"CN=Sales,OU=Sales,DC=Contoso,DC=com",16831,Sales,Contoso,Andrea Dunker,X'760c1a3777eb5d4f8057d4077ad75c6f',66048,0,0,0,0,0,0,132322417382537796,513,X'010500000000000515000000fb8b0447cdcc26afe625877195040000',9223372036854775807,0,Andrea,805306368,Andrea@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
