DN,objectClass,cn,sn,l,givenName,distinguishedName,instanceType,whenCreated,whenChanged,displayName,uSNCreated,memberOf,uSNChanged,department,company,name,objectGUID,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,objectSid,accountExpires,logonCount,sAMAccountName,sAMAccountType,userPrincipalName,objectCategory,dSCorePropagationData
"CN=Rob Caron,OU=Development,DC=Contoso,DC=com",user,Rob Caron,Caron,London,Rob,"CN=Rob Caron,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Rob Caron,17817,"CN=Development,OU=Development,DC=Contoso,DC=com",17821,Development,Contoso,Rob Caron,X'a9426a5590629a4782020394696b528e',66048,0,0,0,0,0,0,132322417430662624,513,X'010500000000000515000000fb8b0447cdcc26afe62587713a050000',9223372036854775807,0,Rob,805306368,Rob@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Ronen Ashkenazi,OU=Development,DC=Contoso,DC=com",user,Ronen Ashkenazi,Ashkenazi,London,Ronen,"CN=Ronen Ashkenazi,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Ronen Ashkenazi,17847,"CN=Development,OU=Development,DC=Contoso,DC=com",17851,Development,Contoso,Ronen Ashkenazi,X'007dbcdb3647df44a26804ca1817f5ec',66048,0,0,0,0,0,0,132322417432068893,513,X'010500000000000515000000fb8b0447cdcc26afe62587713f050000',9223372036854775807,0,Ronen,805306368,Ronen@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Run Liu,OU=Development,DC=Contoso,DC=com",user,Run Liu,Liu,London,Run,"CN=Run Liu,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Run Liu,17865,"CN=Development,OU=Development,DC=Contoso,DC=com",17869,Development,Contoso,Run Liu,X'8b25a40a5cedda4499a1d83a8a3ca8fc',66048,0,0,0,0,0,0,132322417432693894,513,X'010500000000000515000000fb8b0447cdcc26afe625877142050000',9223372036854775807,0,Run,805306368,Run@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Sean Stewart,OU=Development,DC=Contoso,DC=com",user,Sean Stewart,Stewart,London,Sean,"CN=Sean Stewart,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Sean Stewart,17897,"CN=Development,OU=Development,DC=Contoso,DC=com",17901,Development,Contoso,Sean Stewart,X'c2d9c5f47dea1943a4dc641c70169559',66048,0,0,0,0,0,0,132322417434100127,513,X'010500000000000515000000fb8b0447cdcc26afe625877147050000',9223372036854775807,0,Sean,805306368,Sean@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Shaun Beasley,OU=Development,DC=Contoso,DC=com",user,Shaun Beasley,Beasley,London,Shaun,"CN=Shaun Beasley,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Shaun Beasley,17915,"CN=Development,OU=Development,DC=Contoso,DC=com",17919,Development,Contoso,Shaun Beasley,X'fbedb5caca309540b4c0251a3c88760b',66048,0,0,0,0,0,0,132322417434725122,513,X'010500000000000515000000fb8b0447cdcc26afe62587714a050000',9223372036854775807,0,Shaun,805306368,Shaun@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Steven Thorpe,OU=Development,DC=Contoso,DC=com",user,Steven Thorpe,Thorpe,London,Steven,"CN=Steven Thorpe,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Steven Thorpe,17957,"CN=Development,OU=Development,DC=Contoso,DC=com",17961,Development,Contoso,Steven Thorpe,X'357fa7137c7a2b41985a9584392712f5',66048,0,0,0,0,0,0,132322417436443859,513,X'010500000000000515000000fb8b0447cdcc26afe625877151050000',9223372036854775807,0,Steven,805306368,Steven@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Natasha Jones,OU=Development,DC=Contoso,DC=com",user,Natasha Jones,Natasha,London,Jones,"CN=Natasha Jones,OU=Development,DC=Contoso,DC=com",4,20200424224215.0Z,20200424224215.0Z,Natasha Jones,16449,"CN=Development,OU=Development,DC=Contoso,DC=com",16453,Development,Contoso,Natasha Jones,X'73fed426b856e146b369b94e58ea3eb2',66048,0,0,0,0,0,0,132322417357850621,513,X'010500000000000515000000fb8b0447cdcc26afe625877156040000',9223372036854775807,0,Natasha,805306368,Natasha@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Suriya Sajjateerakool,OU=Development,DC=Contoso,DC=com",user,Suriya Sajjateerakool,Sajjateerakool,London,Suriya,"CN=Suriya Sajjateerakool,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Suriya Sajjateerakool,17987,"CN=Development,OU=Development,DC=Contoso,DC=com",17991,Development,Contoso,Suriya Sajjateerakool,X'42ae239b2968324e8490689cd4eacf9d',66048,0,0,0,0,0,0,132322417437537614,513,X'010500000000000515000000fb8b0447cdcc26afe625877156050000',9223372036854775807,0,Suriya,805306368,Suriya@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Adrian King,OU=Development,DC=Contoso,DC=com",user,Adrian King,Adrian,London,King,"CN=Adrian King,OU=Development,DC=Contoso,DC=com",4,20200424224215.0Z,20200424224215.0Z,Adrian King,16479,"CN=Development,OU=Development,DC=Contoso,DC=com",16483,Development,Contoso,Adrian King,X'1a1bc66c34512244b8ca689979aebf59',66048,0,0,0,0,0,0,132322417359412866,513,X'010500000000000515000000fb8b0447cdcc26afe62587715b040000',9223372036854775807,0,Adrian,805306368,Adrian@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Todd Rowe,OU=Development,DC=Contoso,DC=com",user,Todd Rowe,Rowe,London,Todd,"CN=Todd Rowe,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Todd Rowe,18023,"CN=Development,OU=Development,DC=Contoso,DC=com",18027,Development,Contoso,Todd Rowe,X'22ac00273d824e44b6189991e6854029',66048,0,0,0,0,0,0,132322417438943861,513,X'010500000000000515000000fb8b0447cdcc26afe62587715c050000',9223372036854775807,0,Todd,805306368,Todd@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Alex Johnson,OU=Development,DC=Contoso,DC=com",user,Alex Johnson,Alex,Seattle,Johnson,"CN=Alex Johnson,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Alex Johnson,16491,"CN=Development,OU=Development,DC=Contoso,DC=com",16495,Development,Contoso,Alex Johnson,X'02c4b11ef7ec5c4c9e4e0ec70b763a1b',66048,0,0,0,0,0,0,132322417360194129,513,X'010500000000000515000000fb8b0447cdcc26afe62587715d040000',9223372036854775807,0,Alex,805306368,Alex@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Viktor Volodin,OU=Development,DC=Contoso,DC=com",user,Viktor Volodin,Volodin,London,Viktor,"CN=Viktor Volodin,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Viktor Volodin,18035,"CN=Development,OU=Development,DC=Contoso,DC=com",18039,Development,Contoso,Viktor Volodin,X'5068fc41b936944da4ac44f5919d3ff5',66048,0,0,0,0,0,0,132322417439412603,513,X'010500000000000515000000fb8b0447cdcc26afe62587715e050000',9223372036854775807,0,Viktor,805306368,Viktor@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Virginie Jean,OU=Development,DC=Contoso,DC=com",user,Virginie Jean,Jean,London,Virginie,"CN=Virginie Jean,OU=Development,DC=Contoso,DC=com",4,20200424224223.0Z,20200424224223.0Z,Virginie Jean,18041,"CN=Development,OU=Development,DC=Contoso,DC=com",18045,Development,Contoso,Virginie Jean,X'ee4b63a8bac4e84c8216cb2de27baf97',66048,0,0,0,0,0,0,132322417439725214,513,X'010500000000000515000000fb8b0447cdcc26afe62587715f050000',9223372036854775807,0,Virginie,805306368,Virginie@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Eugenia Lopez,OU=Development,DC=Contoso,DC=com",user,Eugenia Lopez,Eugenia,Seattle,Lopez,"CN=Eugenia Lopez,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Eugenia Lopez,16509,"CN=Development,OU=Development,DC=Contoso,DC=com",16513,Development,Contoso,Eugenia Lopez,X'771276b5c807da4195526354cbb5c13d',66048,0,0,0,0,0,0,132322417361131616,513,X'010500000000000515000000fb8b0447cdcc26afe625877160040000',9223372036854775807,0,Eugenia,805306368,Eugenia@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=William Flash,OU=Development,DC=Contoso,DC=com",user,William Flash,Flash,London,William,"CN=William Flash,OU=Development,DC=Contoso,DC=com",4,20200424224224.0Z,20200424224224.0Z,William Flash,18059,"CN=Development,OU=Development,DC=Contoso,DC=com",18063,Development,Contoso,William Flash,X'f80ad2291c8420429c293cf82effe04b',66048,0,0,0,0,0,0,132322417440350103,513,X'010500000000000515000000fb8b0447cdcc26afe625877162050000',9223372036854775807,0,William,805306368,William@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Wilson Pais,OU=Development,DC=Contoso,DC=com",user,Wilson Pais,Pais,London,Wilson,"CN=Wilson Pais,OU=Development,DC=Contoso,DC=com",4,20200424224224.0Z,20200424224224.0Z,Wilson Pais,18065,"CN=Development,OU=Development,DC=Contoso,DC=com",18069,Development,Contoso,Wilson Pais,X'52b0a555a3469f4f8b950117d6ed16d6',66048,0,0,0,0,0,0,132322417440662858,513,X'010500000000000515000000fb8b0447cdcc26afe625877163050000',9223372036854775807,0,Wilson,805306368,Wilson@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Rory Nyuyen,OU=Development,DC=Contoso,DC=com",user,Rory Nyuyen,Rory,Seattle,Nguyen,"CN=Rory Nyuyen,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Rory Nyuyen,16539,"CN=Development,OU=Development,DC=Contoso,DC=com",16543,Development,Contoso,Rory Nyuyen,X'90ac42cf47f44a419ad45d41a9f9440a',66048,0,0,0,0,0,0,132322417362537848,513,X'010500000000000515000000fb8b0447cdcc26afe625877165040000',9223372036854775807,0,Rory,805306368,Rory@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Sam Centrell,OU=Development,DC=Contoso,DC=com",user,Sam Centrell,Sam,Seattle,Cantrell,"CN=Sam Centrell,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Sam Centrell,16563,"CN=Development,OU=Development,DC=Contoso,DC=com",16567,Development,Contoso,Sam Centrell,X'58cd8e5f55bb864ba00a3939770c6e19',66048,0,0,0,0,0,0,132322417363787859,513,X'010500000000000515000000fb8b0447cdcc26afe625877169040000',9223372036854775807,0,Sam,805306368,Sam@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Zrinka Makovac,OU=Development,DC=Contoso,DC=com",user,Zrinka Makovac,Makovac,London,Zrinka,"CN=Zrinka Makovac,OU=Development,DC=Contoso,DC=com",4,20200424224224.0Z,20200424224224.0Z,Zrinka Makovac,18101,"CN=Development,OU=Development,DC=Contoso,DC=com",18105,Development,Contoso,Zrinka Makovac,X'2837dcdcadf51c48875951c1c2ff2b47',66048,0,0,0,0,0,0,132322417442068859,513,X'010500000000000515000000fb8b0447cdcc26afe625877169050000',9223372036854775807,0,Zrinka,805306368,Zrinka@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Victoria Burke,OU=Development,DC=Contoso,DC=com",user,Victoria Burke,Victoria,Seattle,Burke,"CN=Victoria Burke,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Victoria Burke,16593,"CN=Development,OU=Development,DC=Contoso,DC=com",16597,Development,Contoso,Victoria Burke,X'bfad3dfad815d342886290529cfcace0',66048,0,0,0,0,0,0,132322417365194096,513,X'010500000000000515000000fb8b0447cdcc26afe62587716e040000',9223372036854775807,0,Victoria,805306368,Victoria@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Corey Gray,OU=Development,DC=Contoso,DC=com",user,Corey Gray,Corey,Seattle,Gray,"CN=Corey Gray,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Corey Gray,16605,"CN=Development,OU=Development,DC=Contoso,DC=com",16609,Development,Contoso,Corey Gray,X'a58dc2dd5e0a6a4b850748371d51b64a',66048,0,0,0,0,0,0,132322417365819090,513,X'010500000000000515000000fb8b0447cdcc26afe625877170040000',9223372036854775807,0,Corey,805306368,Corey@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Christoper Reed,OU=Development,DC=Contoso,DC=com",user,Christoper Reed,Christopher,Seattle,Reed,"CN=Christoper Reed,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Christoper Reed,16617,"CN=Development,OU=Development,DC=Contoso,DC=com",16621,Development,Contoso,Christoper Reed,X'295cbd97ac53b949a53d1c3e3b35754d',66048,0,0,0,0,0,0,132322417366444087,513,X'010500000000000515000000fb8b0447cdcc26afe625877172040000',9223372036854775807,0,Christopher,805306368,Christopher@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Hassen Seid,OU=Development,DC=Contoso,DC=com",user,Hassen Seid,Hassen,Seattle,Seid,"CN=Hassen Seid,OU=Development,DC=Contoso,DC=com",4,20200424224216.0Z,20200424224216.0Z,Hassen Seid,16647,"CN=Development,OU=Development,DC=Contoso,DC=com",16651,Development,Contoso,Hassen Seid,X'69d740c8601f0f4eab7ab69c211da08b',66048,0,0,0,0,0,0,132322417368006595,513,X'010500000000000515000000fb8b0447cdcc26afe625877177040000',9223372036854775807,0,Hassen,805306368,Hassen@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Kemiliya Hussien,OU=Development,DC=Contoso,DC=com",user,Kemiliya Hussien,Kemiliya,London,Hussien,"CN=Kemiliya Hussien,OU=Development,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Kemiliya Hussien,16701,"CN=Development,OU=Development,DC=Contoso,DC=com",16705,Development,Contoso,Kemiliya Hussien,X'fcc6c3657c5c1c48b95f22e31702e75e',66048,0,0,0,0,0,0,132322417370506583,513,X'010500000000000515000000fb8b0447cdcc26afe625877180040000',9223372036854775807,0,Kemiliya,805306368,Kemiliya@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Tekola Melaku,OU=Development,DC=Contoso,DC=com",user,Tekola Melaku,Tekola,London,Melaku,"CN=Tekola Melaku,OU=Development,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Tekola Melaku,16731,"CN=Development,OU=Development,DC=Contoso,DC=com",16735,Development,Contoso,Tekola Melaku,X'db6e12f8bdca594087527d4424a24fcb',66048,0,0,0,0,0,0,132322417372069391,513,X'010500000000000515000000fb8b0447cdcc26afe625877185040000',9223372036854775807,0,Tekola,805306368,Tekola@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Mukhtar Sarraf,OU=Development,DC=Contoso,DC=com",user,Mukhtar Sarraf,Mukhtar,London,Sarraf,"CN=Mukhtar Sarraf,OU=Development,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Mukhtar Sarraf,16749,"CN=Development,OU=Development,DC=Contoso,DC=com",16753,Development,Contoso,Mukhtar Sarraf,X'9cba08ee059b0a42ba6b52d4cc026469',66048,0,0,0,0,0,0,132322417372850318,513,X'010500000000000515000000fb8b0447cdcc26afe625877188040000',9223372036854775807,0,Mukhtar,805306368,Mukhtar@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Baha Nueimat,OU=Development,DC=Contoso,DC=com",user,Baha Nueimat,Baha,London,Nueimat,"CN=Baha Nueimat,OU=Development,DC=Contoso,DC=com",4,20200424224217.0Z,20200424224217.0Z,Baha Nueimat,16767,"CN=Development,OU=Development,DC=Contoso,DC=com",16771,Development,Contoso,Baha Nueimat,X'81fb5d7f23fade4a8428b5fb208c2cbe',66048,0,0,0,0,0,0,132322417373787825,513,X'010500000000000515000000fb8b0447cdcc26afe62587718b040000',9223372036854775807,0,Baha,805306368,Baha@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Alfons Parovszky,OU=Development,DC=Contoso,DC=com",user,Alfons Parovszky,Parovszky,Seattle,Alfons,"CN=Alfons Parovszky,OU=Development,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,Alfons Parovszky,16803,"CN=Development,OU=Development,DC=Contoso,DC=com",16807,Development,Contoso,Alfons Parovszky,X'fb6832d6ac4adb4d83a3d84050cb074a',66048,0,0,0,0,0,0,132322417380506577,513,X'010500000000000515000000fb8b0447cdcc26afe625877191040000',9223372036854775807,0,Alfons,805306368,Alfons@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Anahita Bahrami,OU=Development,DC=Contoso,DC=com",user,Anahita Bahrami,Bahrami,Seattle,Anahita,"CN=Anahita Bahrami,OU=Development,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,Anahita Bahrami,16815,"CN=Development,OU=Development,DC=Contoso,DC=com",16819,Development,Contoso,Anahita Bahrami,X'87fd2dc537729448898254774a139a7e',66048,0,0,0,0,0,0,132322417381756573,513,X'010500000000000515000000fb8b0447cdcc26afe625877193040000',9223372036854775807,0,Anahita,805306368,Anahita@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Ankur Kothari,OU=Development,DC=Contoso,DC=com",user,Ankur Kothari,Kothari,Seattle,Ankur,"CN=Ankur Kothari,OU=Development,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,Ankur Kothari,16839,"CN=Development,OU=Development,DC=Contoso,DC=com",16843,Development,Contoso,Ankur Kothari,X'4904ee52ef906641b95d0124f33825db',66048,0,0,0,0,0,0,132322417383475323,513,X'010500000000000515000000fb8b0447cdcc26afe625877197040000',9223372036854775807,0,Ankur,805306368,Ankur@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Anna Lidman,OU=Development,DC=Contoso,DC=com",user,Anna Lidman,Lidman,Seattle,Anna,"CN=Anna Lidman,OU=Development,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,Anna Lidman,16845,"CN=Development,OU=Development,DC=Contoso,DC=com",16849,Development,Contoso,Anna Lidman,X'd2f82e787a4ae94888eb8f9a62a50d3e',66048,0,0,0,0,0,0,132322417383944065,513,X'010500000000000515000000fb8b0447cdcc26afe625877198040000',9223372036854775807,0,Anna,805306368,Anna@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=April Stewart,OU=Development,DC=Contoso,DC=com",user,April Stewart,Stewart,Seattle,April,"CN=April Stewart,OU=Development,DC=Contoso,DC=com",4,20200424224218.0Z,20200424224218.0Z,April Stewart,16857,"CN=Development,OU=Development,DC=Contoso,DC=com",16861,Development,Contoso,April Stewart,X'3d7cf0bee638ed44a2770e6f2522068e',66048,0,0,0,0,0,0,132322417384725290,513,X'010500000000000515000000fb8b0447cdcc26afe62587719a040000',9223372036854775807,0,April,805306368,April@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
